Order_ID,Warehouse,Product,Order_Date,Dispatch_Date,Ship_Date,Destination
1379,D,Phone,2024-01-13,2024-01-13,2024-01-14,Mumbai
1380,C,Phone,2024-02-02,2024-02-04,2024-02-05,Kolkata
1381,B,Headphones,2024-02-06,2024-02-10,2024-02-12,Bangalore
1382,A,Tablet,2024-03-07,2024-03-08,2024-03-11,Kolkata
1383,D,Monitor,2024-01-13,2024-01-15,2024-01-16,Delhi
1384,C,Phone,2024-02-14,2024-02-14,2024-02-16,Chennai
1385,D,Monitor,2024-04-14,2024-04-15,2024-04-16,Mumbai
1386,C,Keyboard,2024-02-09,2024-02-09,2024-02-12,Mumbai
1387,D,Monitor,2024-04-14,2024-04-14,2024-04-18,Hyderabad
1388,C,Headphones,2024-04-09,2024-04-10,2024-04-13,Bangalore
1389,A,Tablet,2024-03-29,2024-03-30,2024-04-02,Hyderabad
1390,A,Laptop,2024-04-20,2024-04-21,2024-04-25,Hyderabad
1391,A,Headphones,2024-02-06,2024-02-07,2024-02-09,Mumbai
1392,A,Monitor,2024-02-17,2024-02-18,2024-02-21,Chennai
1393,D,Headphones,2024-04-24,2024-04-24,2024-04-26,Hyderabad
1394,C,Headphones,2024-01-02,2024-01-03,2024-01-04,Kolkata
1395,A,Monitor,2024-04-06,2024-04-06,2024-04-10,Pune
1396,C,Phone,2024-03-22,2024-03-22,2024-03-24,Mumbai
1397,D,Phone,2024-01-10,2024-01-10,2024-01-14,Pune
1398,A,Tablet,2024-03-19,2024-03-19,2024-03-21,Pune
1399,D,Headphones,2024-02-16,2024-02-16,2024-02-18,Kolkata
1400,B,Headphones,2024-04-04,2024-04-08,2024-04-09,Chennai
1401,C,Headphones,2024-03-28,2024-03-28,2024-03-30,Kolkata
1402,A,Laptop,2024-01-13,2024-01-15,2024-01-17,Chennai
1403,C,Laptop,2024-02-02,2024-02-03,2024-02-07,Pune
1404,C,Tablet,2024-03-16,2024-03-18,2024-03-20,Delhi
1405,B,Tablet,2024-02-09,2024-02-11,2024-02-12,Delhi
1406,A,Monitor,2024-04-25,2024-04-27,2024-04-30,Chennai
1407,B,Laptop,2024-04-28,2024-05-01,2024-05-03,Mumbai
1408,C,Headphones,2024-01-09,2024-01-11,2024-01-13,Hyderabad
1409,C,Headphones,2024-01-17,2024-01-18,2024-01-22,Bangalore
1410,B,Phone,2024-02-20,2024-02-23,2024-02-27,Kolkata
1411,C,Monitor,2024-04-11,2024-04-12,2024-04-14,Pune
1412,D,Headphones,2024-02-13,2024-02-14,2024-02-18,Chennai
1413,A,Keyboard,2024-01-17,2024-01-19,2024-01-20,Pune
1414,C,Tablet,2024-01-07,2024-01-08,2024-01-09,Pune
1415,D,Headphones,2024-04-09,2024-04-10,2024-04-14,Delhi
1416,B,Keyboard,2024-03-28,2024-03-31,2024-04-04,Pune
1417,A,Tablet,2024-03-28,2024-03-30,2024-04-01,Hyderabad
1418,D,Monitor,2024-01-10,2024-01-11,2024-01-12,Hyderabad
1419,D,Keyboard,2024-03-08,2024-03-09,2024-03-13,Kolkata
1420,D,Headphones,2024-03-10,2024-03-11,2024-03-13,Kolkata
1421,A,Laptop,2024-01-24,2024-01-25,2024-01-28,Chennai
1422,C,Phone,2024-03-27,2024-03-27,2024-03-30,Pune
1423,C,Keyboard,2024-01-01,2024-01-01,2024-01-05,Pune
1424,A,Phone,2024-04-19,2024-04-21,2024-04-24,Mumbai
1425,D,Phone,2024-01-16,2024-01-16,2024-01-20,Kolkata
1426,C,Keyboard,2024-02-26,2024-02-26,2024-03-01,Hyderabad
1427,A,Headphones,2024-02-07,2024-02-09,2024-02-10,Hyderabad
1428,C,Monitor,2024-03-12,2024-03-12,2024-03-14,Hyderabad
1429,B,Headphones,2024-04-09,2024-04-13,2024-04-15,Delhi
1430,A,Monitor,2024-01-07,2024-01-07,2024-01-08,Bangalore
1431,C,Monitor,2024-01-17,2024-01-18,2024-01-20,Kolkata
1432,C,Tablet,2024-03-07,2024-03-07,2024-03-09,Hyderabad
1433,C,Headphones,2024-01-08,2024-01-10,2024-01-12,Mumbai
1434,A,Monitor,2024-02-19,2024-02-21,2024-02-22,Pune
1435,B,Tablet,2024-04-08,2024-04-10,2024-04-14,Mumbai
1436,B,Laptop,2024-03-27,2024-03-31,2024-04-01,Bangalore
1437,C,Monitor,2024-03-09,2024-03-11,2024-03-14,Mumbai
1438,A,Keyboard,2024-02-24,2024-02-26,2024-02-27,Chennai
1439,D,Laptop,2024-02-08,2024-02-09,2024-02-12,Chennai
1440,A,Tablet,2024-04-23,2024-04-23,2024-04-27,Delhi
1441,D,Laptop,2024-04-03,2024-04-04,2024-04-05,Chennai
1442,A,Keyboard,2024-04-03,2024-04-03,2024-04-07,Pune
1443,D,Phone,2024-01-11,2024-01-11,2024-01-14,Pune
1444,C,Monitor,2024-02-28,2024-02-28,2024-02-29,Pune
1445,C,Headphones,2024-04-15,2024-04-17,2024-04-20,Kolkata
1446,C,Headphones,2024-03-22,2024-03-23,2024-03-27,Chennai
1447,A,Tablet,2024-02-06,2024-02-07,2024-02-09,Chennai
1448,C,Tablet,2024-01-31,2024-02-01,2024-02-02,Kolkata
1449,D,Headphones,2024-04-17,2024-04-17,2024-04-18,Chennai
1450,B,Monitor,2024-02-07,2024-02-10,2024-02-11,Hyderabad
1451,A,Headphones,2024-03-31,2024-04-02,2024-04-03,Mumbai
1452,A,Monitor,2024-04-10,2024-04-12,2024-04-16,Delhi
1453,B,Monitor,2024-02-09,2024-02-12,2024-02-16,Delhi
1454,D,Laptop,2024-04-30,2024-05-01,2024-05-04,Delhi
1455,B,Keyboard,2024-01-07,2024-01-10,2024-01-11,Pune
1456,B,Laptop,2024-04-22,2024-04-25,2024-04-28,Bangalore
1457,A,Tablet,2024-02-12,2024-02-13,2024-02-16,Chennai
1458,A,Phone,2024-03-22,2024-03-22,2024-03-24,Mumbai
1459,C,Tablet,2024-01-01,2024-01-01,2024-01-05,Delhi
1460,C,Keyboard,2024-04-05,2024-04-06,2024-04-10,Delhi
1461,C,Phone,2024-02-13,2024-02-13,2024-02-15,Pune
1462,B,Headphones,2024-01-12,2024-01-15,2024-01-19,Hyderabad
1463,C,Phone,2024-04-29,2024-04-29,2024-04-30,Bangalore
1464,B,Headphones,2024-04-03,2024-04-06,2024-04-07,Bangalore
1465,A,Laptop,2024-01-31,2024-02-02,2024-02-03,Pune
1466,C,Tablet,2024-03-18,2024-03-20,2024-03-21,Kolkata
1467,C,Laptop,2024-04-23,2024-04-25,2024-04-27,Kolkata
1468,B,Headphones,2024-02-26,2024-02-29,2024-03-04,Delhi
1469,C,Phone,2024-04-13,2024-04-15,2024-04-16,Hyderabad
1470,C,Keyboard,2024-01-08,2024-01-08,2024-01-10,Bangalore
1471,A,Tablet,2024-02-16,2024-02-16,2024-02-20,Bangalore
1472,C,Laptop,2024-03-26,2024-03-28,2024-03-30,Bangalore
1473,B,Monitor,2024-03-12,2024-03-14,2024-03-16,Chennai
1474,B,Laptop,2024-04-08,2024-04-10,2024-04-13,Kolkata
1475,B,Headphones,2024-02-29,2024-03-02,2024-03-06,Delhi
1476,D,Headphones,2024-04-10,2024-04-12,2024-04-14,Pune
1477,C,Laptop,2024-03-24,2024-03-26,2024-03-29,Hyderabad
1478,D,Headphones,2024-01-25,2024-01-26,2024-01-29,Mumbai
1479,B,Headphones,2024-02-24,2024-02-26,2024-03-01,Pune
1480,C,Headphones,2024-04-06,2024-04-08,2024-04-09,Hyderabad
1481,D,Keyboard,2024-02-20,2024-02-20,2024-02-23,Mumbai
1482,C,Tablet,2024-01-23,2024-01-24,2024-01-28,Bangalore
1483,D,Laptop,2024-01-28,2024-01-28,2024-01-30,Delhi
1484,B,Headphones,2024-03-25,2024-03-29,2024-04-02,Pune
1485,D,Keyboard,2024-02-15,2024-02-16,2024-02-17,Mumbai
1486,A,Phone,2024-03-13,2024-03-15,2024-03-16,Kolkata
1487,C,Headphones,2024-02-06,2024-02-08,2024-02-12,Hyderabad
1488,C,Phone,2024-02-29,2024-02-29,2024-03-02,Hyderabad
1489,B,Keyboard,2024-04-14,2024-04-17,2024-04-20,Pune
1490,D,Keyboard,2024-03-04,2024-03-04,2024-03-06,Delhi
1491,C,Laptop,2024-04-29,2024-04-29,2024-05-01,Kolkata
1492,D,Laptop,2024-03-20,2024-03-22,2024-03-23,Hyderabad
1493,C,Tablet,2024-02-02,2024-02-02,2024-02-04,Kolkata
1494,B,Tablet,2024-04-09,2024-04-13,2024-04-15,Pune
1495,B,Headphones,2024-02-13,2024-02-15,2024-02-19,Bangalore
1496,D,Tablet,2024-03-31,2024-04-01,2024-04-05,Delhi
1497,C,Headphones,2024-01-03,2024-01-03,2024-01-06,Pune
1498,B,Keyboard,2024-02-03,2024-02-07,2024-02-11,Hyderabad
1499,A,Laptop,2024-02-01,2024-02-03,2024-02-07,Delhi
1500,D,Tablet,2024-02-01,2024-02-01,2024-02-04,Mumbai
1501,D,Monitor,2024-03-01,2024-03-02,2024-03-03,Chennai
1502,B,Tablet,2024-04-10,2024-04-12,2024-04-14,Delhi
1503,D,Phone,2024-03-02,2024-03-02,2024-03-04,Delhi
1504,D,Monitor,2024-03-10,2024-03-12,2024-03-13,Chennai
1505,D,Laptop,2024-04-04,2024-04-06,2024-04-08,Chennai
1506,A,Tablet,2024-01-17,2024-01-18,2024-01-20,Delhi
1507,C,Phone,2024-04-16,2024-04-17,2024-04-20,Mumbai
1508,D,Phone,2024-04-24,2024-04-25,2024-04-29,Chennai
1509,B,Phone,2024-03-07,2024-03-11,2024-03-15,Kolkata
1510,A,Headphones,2024-01-24,2024-01-26,2024-01-27,Mumbai
1511,A,Keyboard,2024-02-26,2024-02-26,2024-02-29,Pune
1512,D,Keyboard,2024-04-19,2024-04-19,2024-04-20,Delhi
1513,A,Tablet,2024-02-03,2024-02-03,2024-02-07,Pune
1514,A,Phone,2024-03-17,2024-03-17,2024-03-19,Chennai
1515,C,Headphones,2024-04-28,2024-04-29,2024-05-03,Delhi
1516,A,Phone,2024-01-17,2024-01-19,2024-01-20,Delhi
1517,D,Laptop,2024-01-31,2024-01-31,2024-02-02,Chennai
1518,D,Laptop,2024-04-24,2024-04-25,2024-04-28,Hyderabad
1519,C,Phone,2024-01-24,2024-01-25,2024-01-27,Hyderabad
1520,D,Headphones,2024-02-25,2024-02-25,2024-02-29,Kolkata
1521,C,Keyboard,2024-01-03,2024-01-05,2024-01-09,Kolkata
1522,C,Tablet,2024-04-20,2024-04-21,2024-04-22,Pune
1523,C,Laptop,2024-02-24,2024-02-25,2024-02-26,Bangalore
1524,C,Keyboard,2024-02-10,2024-02-10,2024-02-14,Kolkata
1525,B,Phone,2024-04-18,2024-04-20,2024-04-21,Mumbai
1526,D,Tablet,2024-02-15,2024-02-15,2024-02-19,Mumbai
1527,A,Keyboard,2024-02-01,2024-02-02,2024-02-06,Kolkata
1528,B,Tablet,2024-04-14,2024-04-18,2024-04-19,Bangalore
1529,B,Tablet,2024-03-24,2024-03-28,2024-03-29,Delhi
1530,A,Laptop,2024-02-27,2024-02-28,2024-02-29,Chennai
1531,B,Keyboard,2024-01-17,2024-01-20,2024-01-22,Delhi
1532,C,Keyboard,2024-03-08,2024-03-08,2024-03-10,Bangalore
1533,B,Phone,2024-04-05,2024-04-09,2024-04-11,Pune
1534,A,Phone,2024-04-14,2024-04-16,2024-04-18,Mumbai
1535,D,Tablet,2024-04-28,2024-04-29,2024-05-01,Pune
1536,B,Monitor,2024-01-17,2024-01-21,2024-01-22,Kolkata
1537,D,Keyboard,2024-02-13,2024-02-15,2024-02-18,Hyderabad
1538,D,Monitor,2024-03-30,2024-03-31,2024-04-02,Chennai
1539,C,Laptop,2024-01-10,2024-01-10,2024-01-11,Bangalore
1540,C,Keyboard,2024-04-12,2024-04-12,2024-04-14,Pune
1541,A,Tablet,2024-01-15,2024-01-17,2024-01-19,Chennai
1542,D,Keyboard,2024-04-06,2024-04-07,2024-04-11,Kolkata
1543,C,Headphones,2024-01-18,2024-01-19,2024-01-23,Mumbai
1544,C,Keyboard,2024-04-07,2024-04-09,2024-04-12,Hyderabad
1545,C,Keyboard,2024-02-01,2024-02-03,2024-02-06,Bangalore
1546,A,Headphones,2024-02-23,2024-02-24,2024-02-28,Pune
1547,B,Phone,2024-04-05,2024-04-07,2024-04-08,Chennai
1548,A,Monitor,2024-02-04,2024-02-06,2024-02-07,Chennai
1549,D,Monitor,2024-02-28,2024-03-01,2024-03-05,Delhi
1550,A,Monitor,2024-01-17,2024-01-17,2024-01-20,Delhi
1551,B,Keyboard,2024-03-14,2024-03-16,2024-03-18,Mumbai
1552,B,Headphones,2024-01-01,2024-01-03,2024-01-07,Delhi
1553,C,Phone,2024-03-23,2024-03-25,2024-03-29,Mumbai
1554,C,Phone,2024-01-04,2024-01-06,2024-01-10,Chennai
1555,C,Phone,2024-01-06,2024-01-06,2024-01-08,Mumbai
1556,D,Laptop,2024-01-07,2024-01-09,2024-01-13,Hyderabad
1557,A,Monitor,2024-02-25,2024-02-27,2024-02-29,Mumbai
1558,B,Laptop,2024-03-17,2024-03-21,2024-03-22,Delhi
1559,D,Tablet,2024-04-29,2024-04-29,2024-05-01,Bangalore
1560,C,Headphones,2024-03-27,2024-03-29,2024-04-01,Kolkata
1561,A,Keyboard,2024-04-26,2024-04-28,2024-05-01,Hyderabad
1562,D,Keyboard,2024-04-04,2024-04-04,2024-04-06,Chennai
1563,A,Laptop,2024-04-05,2024-04-07,2024-04-11,Chennai
1564,C,Phone,2024-02-15,2024-02-16,2024-02-20,Bangalore
1565,B,Tablet,2024-03-15,2024-03-18,2024-03-20,Pune
1566,B,Tablet,2024-03-14,2024-03-17,2024-03-20,Bangalore
1567,D,Tablet,2024-02-11,2024-02-11,2024-02-12,Kolkata
1568,D,Tablet,2024-04-30,2024-04-30,2024-05-02,Chennai
1569,B,Tablet,2024-02-13,2024-02-16,2024-02-19,Kolkata
1570,B,Keyboard,2024-01-08,2024-01-10,2024-01-11,Kolkata
1571,C,Laptop,2024-04-26,2024-04-28,2024-04-29,Mumbai
1572,C,Tablet,2024-02-19,2024-02-20,2024-02-21,Mumbai
1573,D,Tablet,2024-01-19,2024-01-20,2024-01-23,Mumbai
1574,C,Headphones,2024-04-10,2024-04-12,2024-04-16,Hyderabad
1575,D,Keyboard,2024-04-20,2024-04-22,2024-04-23,Pune
1576,D,Phone,2024-04-02,2024-04-03,2024-04-07,Chennai
1577,A,Phone,2024-04-09,2024-04-11,2024-04-13,Bangalore
1578,C,Headphones,2024-04-30,2024-05-02,2024-05-03,Hyderabad
1579,A,Keyboard,2024-04-24,2024-04-25,2024-04-27,Chennai
1580,C,Tablet,2024-04-29,2024-04-29,2024-05-03,Delhi
1581,D,Laptop,2024-02-22,2024-02-23,2024-02-24,Delhi
1582,B,Phone,2024-04-20,2024-04-24,2024-04-27,Hyderabad
1583,C,Tablet,2024-04-19,2024-04-19,2024-04-22,Hyderabad
1584,C,Laptop,2024-03-15,2024-03-17,2024-03-19,Hyderabad
1585,B,Laptop,2024-04-08,2024-04-11,2024-04-13,Chennai
1586,B,Keyboard,2024-01-20,2024-01-23,2024-01-25,Delhi
1587,D,Laptop,2024-04-22,2024-04-23,2024-04-27,Pune
1588,A,Tablet,2024-01-16,2024-01-17,2024-01-20,Mumbai
1589,D,Headphones,2024-04-14,2024-04-14,2024-04-18,Bangalore
1590,C,Laptop,2024-02-25,2024-02-25,2024-02-26,Bangalore
1591,B,Monitor,2024-04-05,2024-04-08,2024-04-10,Kolkata
1592,D,Headphones,2024-02-12,2024-02-14,2024-02-16,Mumbai
1593,B,Keyboard,2024-04-02,2024-04-06,2024-04-08,Delhi
1594,B,Laptop,2024-04-23,2024-04-27,2024-04-30,Mumbai
1595,C,Keyboard,2024-04-10,2024-04-11,2024-04-12,Kolkata
1596,A,Laptop,2024-01-10,2024-01-10,2024-01-11,Kolkata
1597,B,Headphones,2024-04-09,2024-04-13,2024-04-16,Chennai
1598,B,Monitor,2024-01-13,2024-01-17,2024-01-18,Pune
1599,B,Phone,2024-03-04,2024-03-06,2024-03-08,Bangalore
1600,D,Phone,2024-01-18,2024-01-20,2024-01-21,Kolkata
1601,A,Keyboard,2024-04-17,2024-04-19,2024-04-22,Pune
1602,A,Headphones,2024-04-26,2024-04-26,2024-04-27,Bangalore
1603,A,Phone,2024-04-21,2024-04-22,2024-04-23,Chennai
1604,B,Monitor,2024-01-04,2024-01-07,2024-01-09,Chennai
1605,B,Laptop,2024-02-10,2024-02-13,2024-02-17,Hyderabad
1606,B,Laptop,2024-02-26,2024-03-01,2024-03-04,Chennai
1607,B,Monitor,2024-04-03,2024-04-05,2024-04-07,Hyderabad
1608,C,Phone,2024-04-10,2024-04-10,2024-04-13,Kolkata
1609,A,Tablet,2024-02-07,2024-02-07,2024-02-10,Mumbai
1610,D,Keyboard,2024-02-09,2024-02-11,2024-02-12,Bangalore
1611,A,Headphones,2024-03-21,2024-03-23,2024-03-25,Bangalore
1612,D,Headphones,2024-03-01,2024-03-03,2024-03-05,Pune
1613,C,Monitor,2024-02-26,2024-02-27,2024-02-29,Mumbai
1614,D,Monitor,2024-04-19,2024-04-21,2024-04-24,Chennai
1615,A,Keyboard,2024-01-02,2024-01-04,2024-01-08,Hyderabad
1616,B,Laptop,2024-03-25,2024-03-29,2024-03-31,Bangalore
1617,D,Phone,2024-04-04,2024-04-04,2024-04-06,Delhi
1618,C,Tablet,2024-01-22,2024-01-23,2024-01-27,Pune
1619,A,Monitor,2024-03-01,2024-03-03,2024-03-07,Mumbai
1620,A,Tablet,2024-02-07,2024-02-07,2024-02-08,Delhi
1621,D,Keyboard,2024-04-14,2024-04-14,2024-04-16,Hyderabad
1622,B,Tablet,2024-04-30,2024-05-03,2024-05-06,Delhi
1623,B,Keyboard,2024-01-09,2024-01-13,2024-01-14,Kolkata
1624,B,Headphones,2024-03-05,2024-03-09,2024-03-11,Chennai
1625,A,Keyboard,2024-02-02,2024-02-04,2024-02-06,Hyderabad
1626,B,Headphones,2024-04-18,2024-04-20,2024-04-24,Bangalore
1627,C,Laptop,2024-02-19,2024-02-19,2024-02-22,Bangalore
1628,B,Headphones,2024-01-22,2024-01-25,2024-01-27,Hyderabad
1629,D,Tablet,2024-02-05,2024-02-06,2024-02-07,Mumbai
1630,A,Headphones,2024-03-15,2024-03-17,2024-03-18,Hyderabad
1631,D,Laptop,2024-03-08,2024-03-08,2024-03-12,Kolkata
1632,C,Headphones,2024-03-17,2024-03-17,2024-03-18,Delhi
1633,C,Monitor,2024-01-11,2024-01-13,2024-01-16,Kolkata
1634,C,Tablet,2024-01-16,2024-01-16,2024-01-18,Delhi
1635,A,Tablet,2024-01-14,2024-01-15,2024-01-19,Chennai
1636,B,Keyboard,2024-02-06,2024-02-09,2024-02-12,Delhi
1637,A,Keyboard,2024-04-16,2024-04-16,2024-04-20,Pune
1638,B,Keyboard,2024-03-25,2024-03-28,2024-03-29,Delhi
1639,A,Phone,2024-03-01,2024-03-02,2024-03-06,Delhi
1640,B,Headphones,2024-02-16,2024-02-18,2024-02-21,Chennai
1641,B,Tablet,2024-02-04,2024-02-06,2024-02-08,Pune
1642,D,Headphones,2024-02-05,2024-02-05,2024-02-07,Chennai
1643,D,Tablet,2024-04-25,2024-04-26,2024-04-27,Pune
1644,B,Headphones,2024-01-24,2024-01-27,2024-01-28,Chennai
1645,D,Phone,2024-01-05,2024-01-07,2024-01-08,Pune
1646,B,Laptop,2024-03-02,2024-03-06,2024-03-07,Mumbai
1647,C,Tablet,2024-01-17,2024-01-17,2024-01-20,Chennai
1648,D,Headphones,2024-02-01,2024-02-02,2024-02-06,Kolkata
1649,C,Monitor,2024-01-13,2024-01-15,2024-01-19,Hyderabad
1650,C,Laptop,2024-03-17,2024-03-19,2024-03-20,Mumbai
1651,B,Headphones,2024-03-28,2024-04-01,2024-04-03,Hyderabad
1652,C,Monitor,2024-01-09,2024-01-09,2024-01-12,Hyderabad
1653,A,Tablet,2024-01-19,2024-01-19,2024-01-23,Bangalore
1654,D,Keyboard,2024-01-08,2024-01-10,2024-01-11,Hyderabad
1655,D,Monitor,2024-04-08,2024-04-09,2024-04-12,Kolkata
1656,A,Phone,2024-02-28,2024-02-28,2024-03-02,Bangalore
1657,D,Keyboard,2024-03-14,2024-03-14,2024-03-16,Mumbai
1658,D,Tablet,2024-02-25,2024-02-26,2024-02-29,Pune
1659,B,Phone,2024-01-30,2024-02-01,2024-02-04,Pune
1660,C,Keyboard,2024-01-27,2024-01-28,2024-01-30,Pune
1661,B,Keyboard,2024-04-14,2024-04-17,2024-04-19,Kolkata
1662,B,Phone,2024-03-10,2024-03-12,2024-03-15,Pune
1663,B,Monitor,2024-02-26,2024-03-01,2024-03-03,Delhi
1664,B,Keyboard,2024-03-30,2024-04-01,2024-04-05,Hyderabad
1665,B,Laptop,2024-03-09,2024-03-11,2024-03-12,Hyderabad
1666,D,Laptop,2024-04-27,2024-04-27,2024-05-01,Kolkata
1667,A,Laptop,2024-02-10,2024-02-12,2024-02-15,Pune
1668,D,Monitor,2024-04-12,2024-04-14,2024-04-17,Hyderabad
1669,D,Laptop,2024-03-08,2024-03-09,2024-03-13,Bangalore
1670,D,Monitor,2024-03-26,2024-03-27,2024-03-29,Kolkata
1671,C,Headphones,2024-03-18,2024-03-18,2024-03-19,Hyderabad
1672,D,Laptop,2024-03-07,2024-03-07,2024-03-09,Pune
1673,A,Keyboard,2024-03-17,2024-03-17,2024-03-18,Hyderabad
1674,D,Tablet,2024-03-27,2024-03-29,2024-03-31,Delhi
1675,B,Monitor,2024-02-25,2024-02-29,2024-03-01,Chennai
1676,B,Keyboard,2024-04-27,2024-04-30,2024-05-02,Hyderabad
1677,C,Keyboard,2024-03-24,2024-03-24,2024-03-25,Mumbai
1678,A,Tablet,2024-04-25,2024-04-26,2024-04-27,Hyderabad
1679,A,Keyboard,2024-04-30,2024-05-01,2024-05-02,Hyderabad
1680,C,Tablet,2024-02-15,2024-02-16,2024-02-18,Delhi
1681,D,Laptop,2024-03-31,2024-03-31,2024-04-03,Chennai
1682,B,Headphones,2024-04-11,2024-04-15,2024-04-16,Mumbai
1683,D,Laptop,2024-04-28,2024-04-28,2024-05-01,Delhi
1684,C,Phone,2024-04-20,2024-04-22,2024-04-26,Hyderabad
1685,D,Laptop,2024-04-28,2024-04-29,2024-04-30,Delhi
1686,A,Phone,2024-04-21,2024-04-23,2024-04-24,Mumbai
1687,B,Phone,2024-01-29,2024-01-31,2024-02-04,Pune
1688,D,Keyboard,2024-03-15,2024-03-17,2024-03-19,Kolkata
1689,A,Keyboard,2024-01-03,2024-01-05,2024-01-06,Pune
1690,D,Keyboard,2024-04-24,2024-04-24,2024-04-28,Kolkata
1691,A,Keyboard,2024-03-08,2024-03-08,2024-03-11,Pune
1692,B,Monitor,2024-01-26,2024-01-30,2024-01-31,Kolkata
1693,D,Monitor,2024-01-07,2024-01-08,2024-01-11,Chennai
1694,B,Monitor,2024-02-20,2024-02-24,2024-02-25,Delhi
1695,C,Keyboard,2024-02-21,2024-02-23,2024-02-26,Mumbai
1696,C,Monitor,2024-02-25,2024-02-26,2024-03-01,Pune
1697,D,Monitor,2024-02-17,2024-02-19,2024-02-23,Hyderabad
1698,D,Keyboard,2024-02-12,2024-02-14,2024-02-15,Bangalore
1699,A,Monitor,2024-01-26,2024-01-28,2024-01-31,Chennai
1700,C,Phone,2024-03-19,2024-03-19,2024-03-22,Kolkata
1701,C,Phone,2024-01-28,2024-01-29,2024-02-02,Bangalore
1702,A,Keyboard,2024-02-04,2024-02-05,2024-02-08,Delhi
1703,A,Tablet,2024-02-26,2024-02-27,2024-02-28,Pune
1704,A,Keyboard,2024-03-24,2024-03-26,2024-03-30,Bangalore
1705,D,Phone,2024-01-25,2024-01-27,2024-01-30,Delhi
1706,D,Keyboard,2024-01-08,2024-01-08,2024-01-12,Kolkata
1707,C,Keyboard,2024-01-08,2024-01-10,2024-01-13,Chennai
1708,D,Tablet,2024-02-23,2024-02-25,2024-02-27,Bangalore
1709,A,Laptop,2024-02-22,2024-02-24,2024-02-27,Mumbai
1710,C,Monitor,2024-04-23,2024-04-25,2024-04-29,Chennai
1711,B,Keyboard,2024-01-04,2024-01-06,2024-01-09,Kolkata
1712,A,Keyboard,2024-03-28,2024-03-30,2024-03-31,Kolkata
1713,B,Monitor,2024-02-29,2024-03-04,2024-03-08,Bangalore
1714,D,Keyboard,2024-01-24,2024-01-24,2024-01-25,Kolkata
1715,C,Headphones,2024-03-25,2024-03-27,2024-03-30,Bangalore
1716,C,Monitor,2024-01-15,2024-01-16,2024-01-17,Pune
1717,B,Laptop,2024-01-12,2024-01-16,2024-01-18,Pune
1718,C,Tablet,2024-03-14,2024-03-14,2024-03-16,Kolkata
1719,D,Laptop,2024-03-08,2024-03-09,2024-03-11,Hyderabad
1720,C,Headphones,2024-02-18,2024-02-18,2024-02-21,Bangalore
1721,B,Laptop,2024-04-25,2024-04-27,2024-04-29,Pune
1722,A,Monitor,2024-02-28,2024-02-28,2024-02-29,Pune
1723,C,Keyboard,2024-03-26,2024-03-26,2024-03-27,Kolkata
1724,B,Monitor,2024-01-13,2024-01-16,2024-01-18,Kolkata
1725,B,Laptop,2024-02-27,2024-02-29,2024-03-02,Chennai
1726,D,Keyboard,2024-02-10,2024-02-12,2024-02-13,Hyderabad
1727,B,Monitor,2024-03-01,2024-03-03,2024-03-05,Chennai
1728,D,Laptop,2024-01-25,2024-01-26,2024-01-30,Kolkata
1729,B,Phone,2024-01-26,2024-01-28,2024-01-30,Chennai
1730,B,Phone,2024-01-02,2024-01-04,2024-01-07,Bangalore
1731,A,Headphones,2024-03-04,2024-03-06,2024-03-08,Hyderabad
1732,C,Laptop,2024-03-11,2024-03-13,2024-03-15,Pune
1733,C,Phone,2024-02-25,2024-02-26,2024-02-28,Delhi
1734,C,Headphones,2024-03-03,2024-03-04,2024-03-06,Chennai
1735,D,Phone,2024-01-10,2024-01-12,2024-01-14,Mumbai
1736,C,Phone,2024-02-17,2024-02-18,2024-02-20,Kolkata
1737,C,Laptop,2024-02-09,2024-02-09,2024-02-11,Hyderabad
1738,A,Laptop,2024-04-20,2024-04-21,2024-04-25,Pune
1739,B,Monitor,2024-01-21,2024-01-25,2024-01-29,Mumbai
1740,D,Monitor,2024-02-09,2024-02-11,2024-02-12,Mumbai
1741,C,Laptop,2024-04-22,2024-04-22,2024-04-24,Delhi
1742,C,Phone,2024-01-20,2024-01-20,2024-01-24,Kolkata
1743,B,Phone,2024-03-02,2024-03-06,2024-03-07,Bangalore
1744,D,Headphones,2024-04-24,2024-04-25,2024-04-28,Pune
1745,D,Headphones,2024-01-07,2024-01-08,2024-01-12,Bangalore
1746,D,Keyboard,2024-01-31,2024-01-31,2024-02-03,Mumbai
1747,B,Keyboard,2024-04-30,2024-05-02,2024-05-04,Delhi
1748,C,Laptop,2024-02-09,2024-02-11,2024-02-13,Pune
1749,A,Tablet,2024-03-23,2024-03-25,2024-03-28,Pune
1750,D,Headphones,2024-03-02,2024-03-02,2024-03-04,Mumbai
1751,C,Laptop,2024-02-23,2024-02-24,2024-02-28,Pune
1752,A,Keyboard,2024-01-29,2024-01-29,2024-02-01,Bangalore
1753,B,Keyboard,2024-01-18,2024-01-20,2024-01-21,Kolkata
1754,A,Keyboard,2024-03-16,2024-03-18,2024-03-21,Pune
1755,B,Headphones,2024-01-21,2024-01-23,2024-01-27,Mumbai
1756,C,Headphones,2024-03-22,2024-03-24,2024-03-26,Chennai
1757,A,Tablet,2024-04-16,2024-04-17,2024-04-21,Hyderabad
1758,B,Headphones,2024-01-12,2024-01-16,2024-01-20,Bangalore
1759,D,Tablet,2024-03-25,2024-03-26,2024-03-27,Delhi
